CEMT0090_H3K9me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K9me3,Histone Modifications,Thyroid,Thyroid
ERS222242_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,cytotoxic CD56-dim natural killer cell,Blood
CEMT0063_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Large Intestine-Colon-Ascending (Right),Other
ERS255946_H3K27me3,Blueprint,EGAD00001002340,https://www.ebi.ac.uk/ega/datasets/EGAD00001002340,H3K27me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS655117_H3K27me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K27me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS663722_H3K27me3,Blueprint,EGAD00001002281,https://www.ebi.ac.uk/ega/datasets/EGAD00001002281,H3K27me3,Histone Modifications,Plasma cell,Bone Marrow
ERS715368_H3K36me3,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K36me3,Histone Modifications,naive B cell,Blood
ERS164466_H3K27ac,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K27ac,Histone Modifications,mature neutrophil,Blood
ERS637264_mRNA-Seq,Blueprint,EGAD00001002401,https://www.ebi.ac.uk/ega/datasets/EGAD00001002401,mRNA-Seq,Transcriptome,neoplastic plasma cell,Bone Marrow
CEMT0086_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Thyroid,Thyroid
ERS466414_H3K4me1,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K4me1,Histone Modifications,venous blood,Other
ERS697069_H3K27me3,Blueprint,EGAD00001002455,https://www.ebi.ac.uk/ega/datasets/EGAD00001002455,H3K27me3,Histone Modifications,"CD8-positive, alpha-beta T cell",Blood
ERS222208_WGB-Seq,Blueprint,EGAD00001002416,https://www.ebi.ac.uk/ega/datasets/EGAD00001002416,WGB-Seq,Methylome,memory B cell,Blood
ERS164466_H3K4me1,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K4me1,Histone Modifications,mature neutrophil,Blood
CEMT0182_H3K4me3,CEMT,EGAD00001005335,https://www.ebi.ac.uk/ega/datasets/EGAD00001005335,H3K4me3,Histone Modifications,Luminal progenitor cell,Other
ERS255947_H3K4me1,Blueprint,EGAD00001002319,https://www.ebi.ac.uk/ega/datasets/EGAD00001002319,H3K4me1,Histone Modifications,Myeloid cell,Bone Marrow
ERS1230355_WGB-Seq,Blueprint,EGAD00001002313,https://www.ebi.ac.uk/ega/datasets/EGAD00001002313,WGB-Seq,Methylome,precursor B cell,Bone Marrow
ERS222366_H3K27me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K27me3,Histone Modifications,inflammatory macrophage,Blood
ERS255947_H3K36me3,Blueprint,EGAD00001002319,https://www.ebi.ac.uk/ega/datasets/EGAD00001002319,H3K36me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS206389_H3K27ac,Blueprint,EGAD00001002455,https://www.ebi.ac.uk/ega/datasets/EGAD00001002455,H3K27ac,Histone Modifications,"CD8-positive, alpha-beta T cell",Blood
ERS422221_WGB-Seq,Blueprint,EGAD00001002305,https://www.ebi.ac.uk/ega/datasets/EGAD00001002305,WGB-Seq,Methylome,alternatively activated macrophage,Blood
ERS642875_H3K4me3,Blueprint,EGAD00001002317,https://www.ebi.ac.uk/ega/datasets/EGAD00001002317,H3K4me3,Histone Modifications,alternatively activated macrophage,Blood
ERS466414_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
ERS150413_H3K27me3,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K27me3,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
ERS257278_H3K36me3,Blueprint,EGAD00001002524,https://www.ebi.ac.uk/ega/datasets/EGAD00001002524,H3K36me3,Histone Modifications,CD38-negative naive B cell,Blood
ERS534011_H3K4me3,Blueprint,EGAD00001002498,https://www.ebi.ac.uk/ega/datasets/EGAD00001002498,H3K4me3,Histone Modifications,macrophage,Blood
ERS462586_H3K4me3,Blueprint,EGAD00001002470,https://www.ebi.ac.uk/ega/datasets/EGAD00001002470,H3K4me3,Histone Modifications,mature neutrophil,Blood
CEMT0040_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,Thyroid,Thyroid
ERS227675_H3K27ac,Blueprint,EGAD00001002504,https://www.ebi.ac.uk/ega/datasets/EGAD00001002504,H3K27ac,Histone Modifications,macrophage,Blood
CEMT0088_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Thyroid,Thyroid
ERS164474_H3K9me3,Blueprint,EGAD00001002439,https://www.ebi.ac.uk/ega/datasets/EGAD00001002439,H3K9me3,Histone Modifications,"central memory CD4-positive, alpha-beta T cell",Blood
ERS666928_WGB-Seq,Blueprint,EGAD00001002511,https://www.ebi.ac.uk/ega/datasets/EGAD00001002511,WGB-Seq,Methylome,germinal center B cell,Tonsil
ERS643233_H3K27me3,Blueprint,EGAD00001002381,https://www.ebi.ac.uk/ega/datasets/EGAD00001002381,H3K27me3,Histone Modifications,mesenchymal stem cell of the bone marrow,Blood
CEMT0130_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,Thyroid,Thyroid
ERS1044109_Input,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,Input,Histone Modifications,precursor B cell,Bone Marrow
MEP_PB_I16_WGB-Seq,Progenitor,EGAD00001002732,https://www.ebi.ac.uk/ega/datasets/EGAD00001002732,WGB-Seq,Methylome,Megakaryocyte erythrocyte progenitor from peripheral blood,Other
CEMT0086_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Thyroid,Thyroid
CEMT0035_mRNA-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,mRNA-Seq,Transcriptome,Basal cells,Other
ERS754000_H3K36me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K36me3,Histone Modifications,Myeloid cell,Bone Marrow
CEMT0072_H3K27ac,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27ac,Histone Modifications,Large Intestine-Colon-Rectosigmoid,Other
ERS206477_H3K9me3,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K9me3,Histone Modifications,mature neutrophil,Blood
ERS655114_H3K4me3,Blueprint,EGAD00001002292,https://www.ebi.ac.uk/ega/datasets/EGAD00001002292,H3K4me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS637269_mRNA-Seq,Blueprint,EGAD00001002401,https://www.ebi.ac.uk/ega/datasets/EGAD00001002401,mRNA-Seq,Transcriptome,neoplastic plasma cell,Bone Marrow
ERS377497_H3K4me1,Blueprint,EGAD00001002424,https://www.ebi.ac.uk/ega/datasets/EGAD00001002424,H3K4me1,Histone Modifications,endothelial cell of umbilical vein (proliferating),Blood
CEMT0031_mRNA-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,mRNA-Seq,Transcriptome,Hematopoietic,Other
ERS715367_Input,Blueprint,EGAD00001002442,https://www.ebi.ac.uk/ega/datasets/EGAD00001002442,Input,Histone Modifications,germinal center B cell,Tonsil
ERS852676_Input,Blueprint,EGAD00001002281,https://www.ebi.ac.uk/ega/datasets/EGAD00001002281,Input,Histone Modifications,Plasma cell,Bone Marrow
ERS886068_H3K27ac,Blueprint,EGAD00001002307,https://www.ebi.ac.uk/ega/datasets/EGAD00001002307,H3K27ac,Histone Modifications,lymph node,Other
ERS377505_H3K4me3,Blueprint,EGAD00001002488,https://www.ebi.ac.uk/ega/datasets/EGAD00001002488,H3K4me3,Histone Modifications,endothelial cell of umbilical vein (resting),Blood
ERS257176_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,inflammatory macrophage,Blood
ERS852684_H3K36me3,Blueprint,EGAD00001002397,https://www.ebi.ac.uk/ega/datasets/EGAD00001002397,H3K36me3,Histone Modifications,venous blood,Other
CEMT0055_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Large Intestine-Colon,Other
ERS723699_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,Myeloid cell,Bone Marrow
ERS697055_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,"central memory CD4-positive, alpha-beta T cell",Blood
ERS333896_H3K4me3,Blueprint,ERX297409,http://www.ebi.ac.uk/ena/data/view/ERX297409,H3K4me3,Histone Modifications,Z-138,Other
ERS523619_WGB-Seq,Blueprint,EGAD00001002364,https://www.ebi.ac.uk/ega/datasets/EGAD00001002364,WGB-Seq,Methylome,"central memory CD4-positive, alpha-beta T cell",Blood
ERS791876_H3K36me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K36me3,Histone Modifications,inflammatory macrophage,Blood
CEMT0032_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Hematopoietic,Other
ERS391257_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,alternatively activated macrophage,Blood
ERS534750_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,macrophage,Blood
CEMT0034_H3K36me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K36me3,Histone Modifications,Large Intestine-Colon-Ascending (Right),Other
ERS222313_H3K27me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K27me3,Histone Modifications,inflammatory macrophage,Blood
ERS358696_H3K4me1,Blueprint,EGAD00001002317,https://www.ebi.ac.uk/ega/datasets/EGAD00001002317,H3K4me1,Histone Modifications,alternatively activated macrophage,Blood
ERS1028009_H3K9me3,Blueprint,EGAD00001002400,https://www.ebi.ac.uk/ega/datasets/EGAD00001002400,H3K9me3,Histone Modifications,capillary blood,Other
ERS715368_H3K4me3,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K4me3,Histone Modifications,naive B cell,Blood
ERS902470_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,cytotoxic CD56-dim natural killer cell,Blood
CEMT0030_H3K4me1,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me1,Histone Modifications,CD19+ cells (B lymphocytes),Blood
CEMT0028_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,CD19+ cells (B lymphocytes),Blood
CEMT0091_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,Thyroid,Thyroid
ERS791876_H3K4me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K4me3,Histone Modifications,inflammatory macrophage,Blood
ERS753995_H3K4me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K4me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS1030020_Input,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,Input,Histone Modifications,venous blood,Other
ERS462584_H3K27me3,Blueprint,EGAD00001002318,https://www.ebi.ac.uk/ega/datasets/EGAD00001002318,H3K27me3,Histone Modifications,neutrophilic myelocyte,Bone Marrow
ERS953928_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,Plasma cell,Bone Marrow
ERS886076_H3K27me3,Blueprint,EGAD00001002411,https://www.ebi.ac.uk/ega/datasets/EGAD00001002411,H3K27me3,Histone Modifications,venous blood,Other
ERS902490_H3K36me3,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K36me3,Histone Modifications,inflammatory macrophage,Blood
ERS433781_WGB-Seq,Blueprint,EGAD00001002460,https://www.ebi.ac.uk/ega/datasets/EGAD00001002460,WGB-Seq,Methylome,"CD4-positive, alpha-beta T cell",Blood
ERS715363_H3K27me3,Blueprint,EGAD00001002379,https://www.ebi.ac.uk/ega/datasets/EGAD00001002379,H3K27me3,Histone Modifications,Plasma cell,Bone Marrow
ERS534015_H3K27ac,Blueprint,EGAD00001002498,https://www.ebi.ac.uk/ega/datasets/EGAD00001002498,H3K27ac,Histone Modifications,macrophage,Blood
ERS150369_H3K27ac,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K27ac,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
CEMT0097_H3K27ac,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27ac,Histone Modifications,B cells,Other
ERS337608_WGB-Seq,Blueprint,EGAD00001002521,https://www.ebi.ac.uk/ega/datasets/EGAD00001002521,WGB-Seq,Methylome,Plasma cell,Bone Marrow
ERS954929_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,mature conventional dendritic cell,Other
CEMT0042_H3K27ac,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27ac,Histone Modifications,Thyroid,Thyroid
ERS655117_H3K27ac,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K27ac,Histone Modifications,Myeloid cell,Bone Marrow
HSC_PB_I24_WGB-Seq,Progenitor,EGAD00001002732,https://www.ebi.ac.uk/ega/datasets/EGAD00001002732,WGB-Seq,Methylome,Hematopoietic stem cell from peripheral blood,Other
CEMT0030_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,CD19+ cells (B lymphocytes),Blood
ERS640351_H3K4me1,Blueprint,EGAD00001002390,https://www.ebi.ac.uk/ega/datasets/EGAD00001002390,H3K4me1,Histone Modifications,segmented neutrophil of bone marrow,Bone Marrow
ERS852678_H3K27ac,Blueprint,EGAD00001002397,https://www.ebi.ac.uk/ega/datasets/EGAD00001002397,H3K27ac,Histone Modifications,venous blood,Other
ERS728717_H3K4me3,Blueprint,EGAD00001002430,https://www.ebi.ac.uk/ega/datasets/EGAD00001002430,H3K4me3,Histone Modifications,class switched memory B cell,Blood
ERS791876_H3K4me1,Blueprint,EGAD00001002515,https://www.ebi.ac.uk/ega/datasets/EGAD00001002515,H3K4me1,Histone Modifications,inflammatory macrophage,Blood
ERS257461_H3K36me3,Blueprint,EGAD00001002444,https://www.ebi.ac.uk/ega/datasets/EGAD00001002444,H3K36me3,Histone Modifications,"CD4-positive, alpha-beta T cell",Blood
ERS214797_H3K9me3,Blueprint,EGAD00001002524,https://www.ebi.ac.uk/ega/datasets/EGAD00001002524,H3K9me3,Histone Modifications,CD38-negative naive B cell,Blood
CEMT0138_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,B cells,Other
ERS663724_Input,Blueprint,EGAD00001002442,https://www.ebi.ac.uk/ega/datasets/EGAD00001002442,Input,Histone Modifications,germinal center B cell,Tonsil
ERS214677_mRNA-Seq,Blueprint,EGAD00001002358,https://www.ebi.ac.uk/ega/datasets/EGAD00001002358,mRNA-Seq,Transcriptome,erythroblast,Blood
ERS214731_mRNA-Seq,Blueprint,EGAD00001002339,https://www.ebi.ac.uk/ega/datasets/EGAD00001002339,mRNA-Seq,Transcriptome,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell",Blood
CEMT0029_H3K4me1,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me1,Histone Modifications,CD19+ cells (B lymphocytes),Blood
ERS1028008_H3K27ac,Blueprint,EGAD00001002400,https://www.ebi.ac.uk/ega/datasets/EGAD00001002400,H3K27ac,Histone Modifications,capillary blood,Other
ERS1044028_H3K27ac,Blueprint,EGAD00001002495,https://www.ebi.ac.uk/ega/datasets/EGAD00001002495,H3K27ac,Histone Modifications,monocyte,Blood
CEMT0182_H3K27ac,CEMT,EGAD00001005335,https://www.ebi.ac.uk/ega/datasets/EGAD00001005335,H3K27ac,Histone Modifications,Luminal progenitor cell,Other
ERS663726_Input,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,Input,Histone Modifications,naive B cell,Blood
CEMT0065_WGB-Seq,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,WGB-Seq,Methylome,Large Intestine-Colon-Ascending (Right),Other
CEMT0097_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,B cells,Other
ERS753993_H3K9me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K9me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS861201_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,Myeloid cell,Bone Marrow
CEMT0029_H3K4me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me3,Histone Modifications,CD19+ cells (B lymphocytes),Blood
ERS1044113_Input,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,Input,Histone Modifications,precursor B cell,Bone Marrow
ERS333900_H3K4me3,Blueprint,ERX297425,http://www.ebi.ac.uk/ena/data/view/ERX297425,H3K4me3,Histone Modifications,Karpas-422,Other
ERS1044652_H3K4me1,Blueprint,EGAD00001002391,https://www.ebi.ac.uk/ega/datasets/EGAD00001002391,H3K4me1,Histone Modifications,osteoclast,Other
ERS206577_H3K36me3,Blueprint,EGAD00001002504,https://www.ebi.ac.uk/ega/datasets/EGAD00001002504,H3K36me3,Histone Modifications,macrophage,Blood
ERS206477_H3K4me1,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K4me1,Histone Modifications,mature neutrophil,Blood
MS000601_RNA-Seq,McGill,EGAD00001001279,https://www.ebi.ac.uk/ega/datasets/EGAD00001001279,RNA-Seq,Transcriptome,CD4-positive helper T cell,Blood
ERS1044112_H3K4me1,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,H3K4me1,Histone Modifications,precursor B cell,Bone Marrow
ERS970095_WGB-Seq,Blueprint,EGAD00001002419,https://www.ebi.ac.uk/ega/datasets/EGAD00001002419,WGB-Seq,Methylome,Myeloid cell,Bone Marrow
CEMT0180_H3K27me3,CEMT,EGAD00001005060,https://www.ebi.ac.uk/ega/datasets/EGAD00001005060,H3K27me3,Histone Modifications,Stromal cells,Other
ERS1044648_H3K36me3,Blueprint,EGAD00001002462,https://www.ebi.ac.uk/ega/datasets/EGAD00001002462,H3K36me3,Histone Modifications,mature conventional dendritic cell,Other
ERS663725_H3K36me3,Blueprint,EGAD00001002466,https://www.ebi.ac.uk/ega/datasets/EGAD00001002466,H3K36me3,Histone Modifications,naive B cell,Blood
ERS699846_H3K27me3,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,H3K27me3,Histone Modifications,Myeloid cell,Bone Marrow
ERS1044115_H3K4me3,Blueprint,EGAD00001002421,https://www.ebi.ac.uk/ega/datasets/EGAD00001002421,H3K4me3,Histone Modifications,precursor B cell,Bone Marrow
ERS640349_H3K36me3,Blueprint,EGAD00001002435,https://www.ebi.ac.uk/ega/datasets/EGAD00001002435,H3K36me3,Histone Modifications,neutrophilic metamyelocyte,Bone Marrow
CEMT0007_H3K27me3,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K27me3,Histone Modifications,MCF10A,Cell Line
ERS202663_H3K4me1,Blueprint,EGAD00001002484,https://www.ebi.ac.uk/ega/datasets/EGAD00001002484,H3K4me1,Histone Modifications,"CD14-positive, CD16-negative classical monocyte",Blood
ERS164473_H3K36me3,Blueprint,EGAD00001002444,https://www.ebi.ac.uk/ega/datasets/EGAD00001002444,H3K36me3,Histone Modifications,"CD4-positive, alpha-beta T cell",Blood
ERS257186_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,macrophage,Blood
ERS631533_H3K36me3,Blueprint,EGAD00001002449,https://www.ebi.ac.uk/ega/datasets/EGAD00001002449,H3K36me3,Histone Modifications,mature neutrophil,Blood
ERS852684_H3K9me3,Blueprint,EGAD00001002397,https://www.ebi.ac.uk/ega/datasets/EGAD00001002397,H3K9me3,Histone Modifications,venous blood,Other
CEMT0007_H3K4me1,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,H3K4me1,Histone Modifications,MCF10A,Cell Line
CEMT0182_H3K36me3,CEMT,EGAD00001005335,https://www.ebi.ac.uk/ega/datasets/EGAD00001005335,H3K36me3,Histone Modifications,Luminal progenitor cell,Other
ERS715367_H3K4me1,Blueprint,EGAD00001002442,https://www.ebi.ac.uk/ega/datasets/EGAD00001002442,H3K4me1,Histone Modifications,germinal center B cell,Tonsil
ERS758816_mRNA-Seq,Blueprint,EGAD00001002465,https://www.ebi.ac.uk/ega/datasets/EGAD00001002465,mRNA-Seq,Transcriptome,Myeloid cell,Bone Marrow
ERS534780_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,monocyte,Blood
ERS697054_RNA-Seq,Blueprint,,,RNA-Seq,Transcriptome,"effector memory CD4-positive, alpha-beta T cell",Blood
ERS699844_Input,Blueprint,EGAD00001002418,https://www.ebi.ac.uk/ega/datasets/EGAD00001002418,Input,Histone Modifications,mononuclear cell of bone marrow,Bone Marrow
ERS1030005_H3K27ac,Blueprint,EGAD00001002384,https://www.ebi.ac.uk/ega/datasets/EGAD00001002384,H3K27ac,Histone Modifications,venous blood,Other
MS000501_H3K27me3,McGill,EGAD00001001279,https://www.ebi.ac.uk/ega/datasets/EGAD00001001279,H3K27me3,Histone Modifications,CD4-positive helper T cell,Blood
CEMT0133_Input,CEMT,EGAD00001003963,https://www.ebi.ac.uk/ega/datasets/EGAD00001003963,Input,Histone Modifications,Thyroid,Thyroid
